Name,University/Organization,Type of Chair,Conference,Year
Deborah Estrin,University of California Los Angeles,Steering Committee,IPSN,2017
Leo Guibas,Stanford,Steering Committee,IPSN,2017
P. R. Kumar,University of Illinois Urbana Champaign,Steering Committee,IPSN,2017
Sri Kumar,DARPA,Steering Committee,IPSN,2017
Kannan Ramchandran,University of California Berkeley,Conference Co-chair,IPSN,2017
Janos Sztipanovits,Vanderbilt University,Conference Co-chair,IPSN,2017
Jennifer Hou,University of Illinois Urbana Champaign,Technical Program Co-chair,IPSN,2017
Thrasyvoulos Pappas,Northwestern University,Technical Program Co-chair,IPSN,2017
David Culler,University of California Berkeley,Industrial Relations,IPSN,2017
Prakash Ishwar,University of California Berkeley,Exhibits/Demos Chair,IPSN,2017
Xenofon Koutsoukos,Vanderbilt University,Finance Chair,IPSN,2018
Dana Dee Little,University of California Berkeley,Local Coordinator,IPSN,2018
Michael Gastpar,University of California Berkeley,Publicity Chair,IPSN,2018
Massimo Franceschetti,University of California Berkeley,Poster Session Chair,IPSN,2018
Jonathan Sprinkle,University of California Berkeley,Publications Chair,IPSN,2018
John Apostolopoulos,HP Labs,Technical Program Committee,IPSN,2018
B.R. Badrinath,Rutgers University,Technical Program Committee,IPSN,2018
Victor Bahl,Microsoft Research,Technical Program Committee,IPSN,2018
Randall Berry,Northwestern University,Technical Program Committee,IPSN,2018
Marco Caccamo,University of Illinois Urbana Champaign,Technical Program Committee,IPSN,2018
Chee-Yee Chong,Booz Allen Hamilton,Technical Program Committee,IPSN,2018
Alok Choudhary,Northwestern University,Technical Program Committee,IPSN,2018
Massimo Franceschetti,University of California Berkeley,Technical Program Committee,IPSN,2018
Michael Gastpar,University of California Berkeley,Technical Program Committee,IPSN,2018
Hamid Gharavi,NIST,Technical Program Committee,IPSN,2018
Rajesh Gupta,University of California San Diego,Technical Program Committee,IPSN,2018
Rick Han,University of Colorado,Technical Program Committee,IPSN,2019
Zygmunt Haas,Cornell University,Technical Program Committee,IPSN,2019
Babak Hassibi,Caltech,Technical Program Committee,IPSN,2019
Alfred Hero,University of Michigan Ann Arbor,Technical Program Committee,IPSN,2019
Yuhen Hu,University of Wisconsin Madison,Technical Program Committee,IPSN,2019
Prakash Ishwar,University of California Berkeley,Technical Program Committee,IPSN,2019
Aggelos Katsaggelos,Northwestern University,Technical Program Committee,IPSN,2019
Hermann Kopetz,"Vienna Univ. of Technology, Austria",Technical Program Committee,IPSN,2019
Xenofon Koutsoukos,Vanderbilt University,Technical Program Committee,IPSN,2019
Bhaskar Krishnamachari,University of Southern California,Technical Program Committee,IPSN,2019
Akos Ledeczi,Vanderbilt University,Technical Program Committee,IPSN,2019
Jie Liu,Palo Alto Research Center,Technical Program Committee,IPSN,2019
Juan Liu,Palo Alto Research Center,Technical Program Committee,IPSN,2019
Mingyan Liu,University of Michigan Ann Arbor,Technical Program Committee,IPSN,2019
Zhen Liu,IBM,Technical Program Committee,IPSN,2019
Songwu Lu,University of California Los Angeles,Technical Program Committee,IPSN,2019
Teresa Lunt,PaloAlto Research Center,Technical Program Committee,IPSN,2019
Urbashi Mitra,University of Southern California,Technical Program Committee,IPSN,2019
Nader Moayeri,NIST,Technical Program Committee,IPSN,2019
Arye Nehorai,University of Illinois Chicago,Technical Program Committee,IPSN,2019
David Neuhoff,University of Michigan Ann Arbor,Technical Program Committee,IPSN,2019
Rob Nowak,Rice University,Technical Program Committee,IPSN,2019
Adrian Perrig,Carnegie Mellon University,Technical Program Committee,IPSN,2019
Sandeep Pradhan,University of Michigan Ann Arbor,Technical Program Committee,IPSN,2019
Jim Reich,Palo Alto Research Center,Technical Program Committee,IPSN,2019
Akbar Sayeed,University of Wisconsin Madison,Technical Program Committee,IPSN,2019
Sergio Servetto,Cornell University,Technical Program Committee,IPSN,2019
Lui Sha,University of Illinois Urbana Champaign,Technical Program Committee,IPSN,2019
Gary Shaw,MIT Lincoln Lab,Technical Program Committee,IPSN,2019
Jonathan Sprinkle,University of California Berkeley,Technical Program Committee,IPSN,2019
Mani Srivastava,University of California Los Angeles,Technical Program Committee,IPSN,2019
John Stankovic,University of Virginia,Technical Program Committee,IPSN,2019
Ivan Stojmenovic,University of Ottawa,Technical Program Committee,IPSN,2019
Gaurav Sukhatme,University of Southern California,Technical Program Committee,IPSN,2019
Yu-Chee Tseng,"National Chiao-Tung University, Taiwan",Technical Program Committee,IPSN,2019
Martin Vetterli,EPFL,Technical Program Committee,IPSN,2019
Steve Wicker,Cornell University,Technical Program Committee,IPSN,2019
Adam Wolisz,TU Berlin,Technical Program Committee,IPSN,2019
Lixia Zhang,University of California Los Angeles,Technical Program Committee,IPSN,2019
