Name,University/Organization,Type of Chair,Conference,Year
Lan Wang,University of Memphis,Travel Grant Chair,SigComm,2017
Hamed Haddadi,Queen Mary University of London,Travel Grant Chair,SigComm,2017
Minlan Yu,Yale University,Treasurer,SigComm,2017
Lars Eggert,NetApp,Tutorial Chair,SigComm,2017
Lili Qiu,University of Texas Austin,Tutorial Chair,SigComm,2017
David Oran,,Workshop Chair,SigComm,2017
Bruce Maggs,Duke Univeristy / Akamai Technologies,Workshop Chair,SigComm,2017
Yashar Ganjali,University of Toronto,Conference Coordinator,SigComm,2017
Alex C. Snoeren,University of California San Diego,Program Committee Chair,SigComm,2017
Walter Willinger,NIKSUN,Program Committee Chair,SigComm,2017
Radhika Niranjan Mysore,VMware Research,N2Women Chair,SigComm,2017
Matthias Wählisch,Freie Universität Berlin,Poster Chair,SigComm,2017
Jeff Burke,University of California Los Angeles,Demo Chair,SigComm,2017
Nicholas Zhang,Huawei,Demo Chair,SigComm,2017
David Meyer,Brocade,Industrial Demo Chair,SigComm,2017
Puneet Sharma,Hewlett Packard Labs,Industrial Demo Chair,SigComm,2017
Vishal Misra,Columbia University,Student Research Competition Chair,SigComm,2017
Vyas Sekar,Carnegie Mellon University,Student Research Competition Chair,SigComm,2017
Ethan Katz-Bassett,University of Southern California,Topic Preview Chair,SigComm,2017
Justine Sherry,Carnegie Mellon University,Topic Preview Chair,SigComm,2017
Giovanni Pau,Paris,Sponsorship Chair,SigComm,2017
Alex Afanasyev,Florida International University,Web Chair,SigComm,2017
Vahab Pournaghshband,California State University,Web Chair,SigComm,2017
Alex C. Snoeren,University of California San Diego,Program Committee Chair,SigComm,2017
Walter Willinger,NIKSUN,Program Committee Chair,SigComm,2017
Mohammad Alizadeh,Massachusetts Institute of Technology,Program Committee Member,SigComm,2017
Sujata Banerjee,VMware,Program Committee Member,SigComm,2017
Suman Banerjee,University of Wisconsin Madison,Program Committee Member,SigComm,2017
o Benson,Duke University,Program Committee Member,SigComm,2017
John W. Byers,Boston University,Program Committee Member,SigComm,2017
Marco Canini,KAUST,Program Committee Member,SigComm,2017
Ranveer Chandra,Microsoft Research,Program Committee Member,SigComm,2017
David Choffnes,Northeastern University,Program Committee Member,SigComm,2017
Mosharaf Chowdhury,University of Michigan,Program Committee Member,SigComm,2017
Mark Crovella,Boston University,Program Committee Member,SigComm,2017
Rubén Cuevas,Universidad Carlos III de Madrid,Program Committee Member,SigComm,2017
Italo Cunha,UFMG,Program Committee Member,SigComm,2017
Xenofontas Dimitropoulos,University of Crete & FORTH,Program Committee Member,SigComm,2017
Nandita Dukkipati,Google,Program Committee Member,SigComm,2017
Nate Foster,Cornell University,Program Committee Member,SigComm,2017
Monia Ghobadi,Microsoft Research,Program Committee Member,SigComm,2017
Phillipa Gill,University of Massachusetts - Amherst,Program Committee Member,SigComm,2017
Sharon Goldberg,Boston University,Program Committee Member,SigComm,2017
Shyam Gollakota,University of Washington,Program Committee Member,SigComm,2017
Arjun Guha,University of Massachusetts - Amherst,Program Committee Member,SigComm,2017
Andreas Haeberlen,University of Pennsylvania,Program Committee Member,SigComm,2017
Haitham Hassanieh,University of Illinois Urbana Champaign,Program Committee Member,SigComm,2017
Changhoon Kim,Barefoot Networks,Program Committee Member,SigComm,2017
Teemu Koponen,Styra,Program Committee Member,SigComm,2017
Arvind Krishnamurthy,University of Washington,Program Committee Member,SigComm,2017
Nikolaos Laoutaris,Telefonica,Program Committee Member,SigComm,2017
Olaf Maennel,Tallinn University of Technology,Program Committee Member,SigComm,2017
Ratul Mahajan,Microsoft Research,Program Committee Member,SigComm,2017
Z. Morley Mao,University of Michigan,Program Committee Member,SigComm,2017
Michael Mitzenmacher,Harvard University,Program Committee Member,SigComm,2017
Venkat Padmanabhan,Microsoft Research India,Program Committee Member,SigComm,2017
Dina Papagiannaki,Google,Program Committee Member,SigComm,2017
George Papen,University of California San Diego,Program Committee Member,SigComm,2017
Barath Raghavan,ICSI,Program Committee Member,SigComm,2017
Bhaskaran Raman,IIT Bombay,Program Committee Member,SigComm,2017
Pablo Rodriguez,Telefonica,Program Committee Member,SigComm,2017
Michael Schapira,Hebrew University of Jerusalem,Program Committee Member,SigComm,2017
Vyas Sekar,Carnegie Mellon University,Program Committee Member,SigComm,2017
Justine Sherry,Carnegie Mellon University,Program Committee Member,SigComm,2017
Ankit Singla,ETH Zurich,Program Committee Member,SigComm,2017
Kun Tan,Huawei,Program Committee Member,SigComm,2017
Renata Teixeira,Inria,Program Committee Member,SigComm,2017
Amin Vahdat,Google,Program Committee Member,SigComm,2017
Laurent Vanbever,ETH Zurich,Program Committee Member,SigComm,2017
George Varghese,University of California Los Angeles,Program Committee Member,SigComm,2017
Keith Winstein,Stanford,Program Committee Member,SigComm,2017
Haifeng Yu,National University of Singapore,Program Committee Member,SigComm,2017
Minlan Yu,Yale University,Program Committee Member,SigComm,2017
James Hongyi Zeng,Facebook,Program Committee Member,SigComm,2017
Ming Zhang,Alibaba Group,Program Committee Member,SigComm,2017
David G. Anderson,Carnegie Mellon University,Additional Reviewer,SigComm,2017
Pat Bosshard,Barefoot Networks,Additional Reviewer,SigComm,2017
Petr Kuznetsov,Telecom ParisTech,Additional Reviewer,SigComm,2017
James Larus,EPFL,Additional Reviewer,SigComm,2017
Raluca Ada Popa,Berkeley,Additional Reviewer,SigComm,2017
Srinivasan Seshan,Carnegie Mellon University,Additional Reviewer,SigComm,2017
Darryl Veitch,University of Technology Sydney,Additional Reviewer,SigComm,2017
