Name,University/Organization,Type of Chair,Conference,Year
Jinwoo Shin,Massachusetts Institute of Technology and Georgia Tech,Technical Program Committee,MobiHoc,2011
Vivek Shrivastava,Nokia Research Center,Technical Program Committee,MobiHoc,2011
Thrasyvoulos Spyropoulos,Eurecom,Technical Program Committee,MobiHoc,2011
Lakshmi Subramanian,New York University,Technical Program Committee,MobiHoc,2011
Vijay Subramanian,NUIM,Technical Program Committee,MobiHoc,2011
Kevin Tang,Cornell,Technical Program Committee,MobiHoc,2011
Leandros Tassiulas,University of ssaly,Technical Program Committee,MobiHoc,2011
Patrick Thiran,EPFL,Technical Program Committee,MobiHoc,2011
Lei Ying,Iowa State,Technical Program Committee,MobiHoc,2011
Hui Zang,Sprint,Technical Program Committee,MobiHoc,2011
Meiyuan Zhao,Intel Research,Technical Program Committee,MobiHoc,2011
P. R. Kumar ,University of Illinois Urbana Champaign,Steering Committee,MobiHoc,2011
Mario Gerla,University of California Los Angeles,Steering Committee,MobiHoc,2011
Jean-Pierre Hubaux,EPFL,Steering Committee,MobiHoc,2011
Joseph Macker,Naval Research Lab,Steering Committee,MobiHoc,2011
Sergio Palazzo,University of Catania,Steering Committee,MobiHoc,2011
Charles Perkins,WiChorus,Steering Committee,MobiHoc,2011
Martha Steenstrup,Clemson University and Stow Research L.L.C,Steering Committee,MobiHoc,2011
Jean-Pierre Hubaux,EPFL,General Chair,MobiHoc,2002
J.J. Garcia-Luna-Aceves,University of California Santa Cruz,Program Co-Chair,MobiHoc,2002
Mario Gerla,University of California Los Angeles,Tutorial Co-Chair,MobiHoc,2002
Adam Wolisz,TU Berlin,Tutorial Co-Chair,MobiHoc,2002
Rachid Guerraoui,EPFL,Finance Chair,MobiHoc,2002
Elizabeth M. Belding-Royer,University of California Santa Barbara,Publicity Chair,MobiHoc,2002
Robin Kravets,University of Illinois Urbana Champaign,Publication Chair,MobiHoc,2002
Silvia Giordano,EPFL,Local Arrangements Chair,MobiHoc,2002
Srdjan Capkun,EPFL,Registration Chair,MobiHoc,2002
Amotz Bar-Noy,Brooklyn College,Program Committee,MobiHoc,2002
Stefano Basagni,Northeastern University,Program Committee,MobiHoc,2002
Elizabeth Belding-Royer,University of California Santa Barbara,Program Committee,MobiHoc,2002
Andrew Campbell,Columbia University,Program Committee,MobiHoc,2002
Marco Conti,National Research Council of Italy,Program Committee,MobiHoc,2002
Scott Corson,Flarion Technologies,Program Committee,MobiHoc,2002
Samir Das,University of Cincinnati,Program Committee,MobiHoc,2002
Anthony Ephremides,University of Maryland College Park,Program Committee,MobiHoc,2002
Mario Gerla,University of California Los Angeles,Program Committee,MobiHoc,2002
Ramesh Govindan,International Computer Science Institute,Program Committee,MobiHoc,2002
Zygmunt Haas,Cornell University,Program Committee,MobiHoc,2002
John Heidemann,USC Information Sciences Institute,Program Committee,MobiHoc,2002
Philippe Jacquet,INRIA,Program Committee,MobiHoc,2002
Srikanth Krishnamurthy,University of California Riverside,Program Committee,MobiHoc,2002
Uwe Kubach,University of Stuttgart,Program Committee,MobiHoc,2002
Joe Macker,Naval Research Lab,Program Committee,MobiHoc,2002
David Maltz,AON Networks,Program Committee,MobiHoc,2002
Katia Obraczka,University of California Santa Cruz,Program Committee,MobiHoc,2002
Charles Perkins,Nokia Research,Program Committee,MobiHoc,2002
Chiara Petrioli,"University of Rome ""La Sapienza""",Program Committee,MobiHoc,2002
Andras Racz,Ericsson Hungary,Program Committee,MobiHoc,2002
Ram Ramanathan,BBN Technologies,Program Committee,MobiHoc,2002
Jason Redi,BBN Technologies,Program Committee,MobiHoc,2002
Kurt Rothermel,University of Stuttgart,Program Committee,MobiHoc,2002
Henning Schulzrinne,Columbia University,Program Committee,MobiHoc,2002
Marcelo Spohn,Nokia Brazil,Program Committee,MobiHoc,2002
Martha Steenstrup,Stow Research,Program Committee,MobiHoc,2002
Fred Templin,SRI International,Program Committee,MobiHoc,2002
Nitin Vaidya,University of Illinois Urbana Champaign,Program Committee,MobiHoc,2002
Evangelos Kranakis,Carleton University,General Chair,MobiHoc,2007
Elizabeth M. Belding,University of California Santa Barbara,Program Co-Chair,MobiHoc,2007
Eytan Modiano,Massachusetts Institute of Technology,Program Co-Chair,MobiHoc,2007
Koushik Kar,RPI,TPC Vice-Chair,MobiHoc,2007
Jim Brookes,Massachusetts Institute of TechnologyACS Chief Operating Officer,Industrial Liaison Co-Chair,MobiHoc,2007
Gerry Chan,Terrestrial Wireless Systems,Industrial Liaison Co-Chair,MobiHoc,2007
David B. Johnson,Rice University,Financial Chair,MobiHoc,2007
Thomas Kunz,Carleton University,Tutorial Chair,MobiHoc,2007
Michel Barbeau,Carleton University,Student Poster Competition Chair,MobiHoc,2007
Suman Banerjee,University of Wisconsin-Madison,Research Demo Chair,MobiHoc,2007
Romit Roy Choudhury,Duke University,Publicity Chair,MobiHoc,2007
Brooke Hardy,ACM,ACM Program Director,MobiHoc,2007
Giovanni Pau,University of California Los Angeles,Registration Chair,MobiHoc,2007
Samuel Pierre,École Polytechnique de Montréal,Local Arrangements Co-Chair,MobiHoc,2007
Alejandro Quintero,École Polytechnique de Montréal,Local Arrangements Co-Chair,MobiHoc,2007
Ivan Stojmenovic,Ottawa University,Workshop Co-Chair,MobiHoc,2007
Symeon Papavassiliou,National Technical University of Athens,Workshop Co-Chair,MobiHoc,2007
Ahmed Helmy,University of Florida,Workshop Coordinator,MobiHoc,2007
Kevin Almeroth,University of California at Santa Barbara,Program Committee,MobiHoc,2007
Sami Ayyorgun,Los Alamos National Laboratory,Program Committee,MobiHoc,2007
Stefano Basagni,Northeastern University,Program Committee,MobiHoc,2007
Randall Berry,Northwestern University,Program Committee,MobiHoc,2007
Sem Borst,Lucent Technologies,Program Committee,MobiHoc,2007
Timothy Brown,University of Colorado,Program Committee,MobiHoc,2007
Milind Buddhikot,Lucent Technologies,Program Committee,MobiHoc,2007
Tracy Camp,Colorado School of Mines,Program Committee,MobiHoc,2007
Mung Chiang,Princeton University,Program Committee,MobiHoc,2007
Carla-Fabiana Chiasserini,Politecnico di Torino,Program Committee,MobiHoc,2007
Marco Conti,IIT-CNR,Program Committee,MobiHoc,2007
Mark Corner,University of Massachusetts,Program Committee,MobiHoc,2007
Samir Das,SUNY at Stony Brook,Program Committee,MobiHoc,2007
Eylem Ekici,Ohio State University,Program Committee,MobiHoc,2007
Anthony Ephremides,University of Maryland at College Park,Program Committee,MobiHoc,2007
Laura Galluccio,University of Catania,Program Committee,MobiHoc,2007
Ayalvadi Ganesh,Microsoft Research,Program Committee,MobiHoc,2007
Mario Gerla,University of California at Los Angeles,Program Committee,MobiHoc,2007
Dirk Grunwald,University of Colorado,Program Committee,MobiHoc,2007
Isabelle Guerin Lassous,Inria,Program Committee,MobiHoc,2007
Wendi Heinzelman,University of Rochester,Program Committee,MobiHoc,2007
Xiaoyan Hong,University of Alabama,Program Committee,MobiHoc,2007
Jennifer Hou,University of Illinois Urbana Champaign,Program Committee,MobiHoc,2007
Tara Javidi,San Diego,Program Committee,MobiHoc,2007
George Kesidis,Pennsylvania State University,Program Committee,MobiHoc,2007
Robin Kravets,University of Illinois Urbana Champaign,Program Committee,MobiHoc,2007
Bhaskar Krishnamachari,University of Southern California,Program Committee,MobiHoc,2007
Marwan Krunz,University of Arizona,Program Committee,MobiHoc,2007
Richard La,University of Maryland,Program Committee,MobiHoc,2007
Sung-Ju Lee,HP Labs,Program Committee,MobiHoc,2007
Emilio Leonardi,Politecnico di Torino,Program Committee,MobiHoc,2007
Christoph Lindemann,University of Leipzig,Program Committee,MobiHoc,2007
Mingyan Liu,University of Michigan,Program Committee,MobiHoc,2007
Xin Liu,Davis,Program Committee,MobiHoc,2007
Ibrahim Matta,Boston University,Program Committee,MobiHoc,2007
Prasant Mohapatra,Davis,Program Committee,MobiHoc,2007
Thyaga Nandagopal,Lucent Technologies,Program Committee,MobiHoc,2007
Cristina Nita-Rotaru,Purdue University,Program Committee,MobiHoc,2007
Guevara Noubir,Northeastern University,Program Committee,MobiHoc,2007
Charles Perkins,Nokia Research Center,Program Committee,MobiHoc,2007
Chiara Petrioli,"University of Rome ""La Sapienza""",Program Committee,MobiHoc,2007
Paolo Santi,CNR,Program Committee,MobiHoc,2007
Saswati Sarkar,University of Pennsylvania,Program Committee,MobiHoc,2007
Sanjay Shakkottai,University of Texas Austin,Program Committee,MobiHoc,2007
Ness Shroff,Purdue University,Program Committee,MobiHoc,2007
David Simplot-Ryl,University Lille,Program Committee,MobiHoc,2007
Suresh Singh,Portland State University,Program Committee,MobiHoc,2007
Prasun Sinha,Ohio State University,Program Committee,MobiHoc,2007
Raghupathy Sivakumar,Georgia Institute of Technology,Program Committee,MobiHoc,2007
R. Srikant,University of Illinois Urbana Champaign,Program Committee,MobiHoc,2007
David Starobinski,Boston University,Program Committee,MobiHoc,2007
Ioannis Stavrakakis,National and Kapodistrian University of Athens,Program Committee,MobiHoc,2007
Martha Steenstrup,Clemson University/Stow Research L.L.C.,Program Committee,MobiHoc,2007
Violet Syrotiuk,Arizona State University,Program Committee,MobiHoc,2007
Xudong Wang,Inc.,Program Committee,MobiHoc,2007
Jie Wu,Florida Atlantic University,Program Committee,MobiHoc,2007
Mark Yarvis,Intel Corporation,Program Committee,MobiHoc,2007
Haitao Zheng,Santa Barbara,Program Committee,MobiHoc,2007
Michele Zorzi,Università degli Studi di Padova,Program Committee,MobiHoc,2007
Gil Zussman,Massachusetts Institute of Technology,Program Committee,MobiHoc,2007
Mario Gerla,University of California Los Angeles,Steering Committee,MobiHoc,2007
Jean-Pierre Hubaux,EPFL,Steering Committee,MobiHoc,2007
Joe Macker,Naval Research Lab,Steering Committee,MobiHoc,2007
Charles E. Perkins,Nokia,Steering Committee,MobiHoc,2007
Martha Steenstrup,Clemson University and Stow Research L.L.C.,Steering Committee,MobiHoc,2007
Nitin H. Vaidya,University of Illinois Urbana Champaign,Steering Committee,MobiHoc,2007
P. R. Kumar,University of Illinois Urbana Champaign,Steering Committee,MobiHoc,2007
Sergio Palazzo,University of Catania,Steering Committee,MobiHoc,2007
Martha Steenstrup,Clemson University and Stow Research L.L.C.,Panel Co-Chair,MobiHoc,2007
Ioanis Nikolaidis,University of Alberta,Panel Co-Chair,MobiHoc,2007
Andrew Miles,Carleton University,Web Chair/Webmaster,MobiHoc,2007
Michel Paquette,Carleton University,Web Chair/Webmaster,MobiHoc,2007
Mario Gerla,University of California Los Angeles,General Chair,MobiHoc,2018
Suhas Diggavi,University of California Los Angeles,General Chair,MobiHoc,2018
SimLin Lau,University of California Los Angeles,Local Arrangements Chair,MobiHoc,2018
Giovanni Pau,Paris,Local Arrangements Chair,MobiHoc,2018
Xiaowen Gong,Auburn University,Submission and Publication Chair,MobiHoc,2018
Alex Afanasyev,Florida International University,Publicity Chair,MobiHoc,2018
Venkatesh Prasad,TU Delft,Publicity Chair,MobiHoc,2018
Vijay S. Rao,TU Delft,Publicity Chair,MobiHoc,2018
William Liu,Auckland,Publicity Chair,MobiHoc,2018
Peter Reiher,University of California Los Angeles,Registration Chair,MobiHoc,2018
Mario Gerla,University of California Los Angeles,Travel Grant Chair,MobiHoc,2018
Peter Reiher,University of California Los Angeles,Finance Chair,MobiHoc,2018
Bhaskar Krishnamachari,University of Southern California,Workshop Chair,MobiHoc,2018
Songwu Lu,University of California Los Angeles,Workshop Chair,MobiHoc,2018
Parimal Parag,Indian Institute of Science,Poster and Demo Chair,MobiHoc,2018
Venkatesh Prasad,TU Delft,Poster and Demo Chair,MobiHoc,2018
Srinivas Shakkottai,Texas A&M University,Poster and Demo Chair,MobiHoc,2018
Giovanni Pau,Paris,Corporate Sponsorship Chair,MobiHoc,2018
Alex Afanasyev,Florida International University,Web Chair,MobiHoc,2018
Seungbae Kim,California State University,Web Chair,MobiHoc,2018
Randall Berry,Northwestern University,TPC Chair,MobiHoc,2018
Lei Ying,Arizona State University,TPC Chair,MobiHoc,2018
Alhussein Abouzeid,Rensselaer Polytechnic Institute,Program Committee Member,MobiHoc,2018
Armand Makowski,University of Maryland,Program Committee Member,MobiHoc,2018
Athina Markopoulou,Irvine,Program Committee Member,MobiHoc,2018
Atilla Eryilmaz,Ohio State University,Program Committee Member,MobiHoc,2018
Bhaskar Krishnamachari,University of Southern California,Program Committee Member,MobiHoc,2018
Bin Li,University of Rhode Island,Program Committee Member,MobiHoc,2018
Bo Ji,Temple University,Program Committee Member,MobiHoc,2018
Carla-Fabiana Chiasserini,Politecnico di Torino,Program Committee Member,MobiHoc,2018
Carlee  Joe-Wong,Carnegie Mellon University,Program Committee Member,MobiHoc,2018
Changhee Joo,UNIST,Program Committee Member,MobiHoc,2018
Chiara Petrioli,"University of Rome ""La Sapienza""",Program Committee Member,MobiHoc,2018
Do Young Eun,North Carolina State University,Program Committee Member,MobiHoc,2018
Dongning Guo,Northwestern University,Program Committee Member,MobiHoc,2018
Emilio Leonardi,Politecnico di Torino,Program Committee Member,MobiHoc,2018
Eylem Ekici,Ohio State University,Program Committee Member,MobiHoc,2018
Eytan Modiano,Massachusetts Institute of Technology,Program Committee Member,MobiHoc,2018
Fan Wu,Jiao Tong University,Program Committee Member,MobiHoc,2018
Florin Ciucu,University of Warwick,Program Committee Member,MobiHoc,2018
Gaurav Kasbekar,Indian Institute of Technology Bombay,Program Committee Member,MobiHoc,2018
Gil Zussman,Columbia University,Program Committee Member,MobiHoc,2018
Guoliang Xue,Arizona State University,Program Committee Member,MobiHoc,2018
Gustavo de Veciana,University of Texas Austin,Program Committee Member,MobiHoc,2018
Hongbo Jiang,Huazhong University of Science and Technology,Program Committee Member,MobiHoc,2018
I-Hong Hou,Texas A&M University,Program Committee Member,MobiHoc,2018
Iordanis Koutsopoulos,Athens University of Economics and Business,Program Committee Member,MobiHoc,2018
Javad Ghaderi,Columbia University,Program Committee Member,MobiHoc,2018
Jeong-hoon Mo,Yonsei University,Program Committee Member,MobiHoc,2018
Jia Liu,Iowa State University,Program Committee Member,MobiHoc,2018
Jian Tan,Ohio State University,Program Committee Member,MobiHoc,2018
Jianwei Huang,Chinese University of Hong Kong,Program Committee Member,MobiHoc,2018
Jie Gao,Stony Brook University,Program Committee Member,MobiHoc,2018
Jinwoo Shin,Korea Advanced Institute of Science and Technology,Program Committee Member,MobiHoc,2018
John Lui,Chinese University of Hong Kong,Program Committee Member,MobiHoc,2018
Jörg Liebeherr,University of Toronto,Program Committee Member,MobiHoc,2018
Junshan Zhang,Arizona State University,Program Committee Member,MobiHoc,2018
Konstantinos Psounis,University of Southern California,Program Committee Member,MobiHoc,2018
Koushik Kar,Rensselaer Polytechnic Institute,Program Committee Member,MobiHoc,2018
Leandros Tassiulas,Yale University,Program Committee Member,MobiHoc,2018
Lei Yang,University of Nevada,Program Committee Member,MobiHoc,2018
Lingjie Duan,Singapore University of Technology and Design,Program Committee Member,MobiHoc,2018
Longbo Huang,Tsinghua University,Program Committee Member,MobiHoc,2018
Lu Su,State University of New York at Buffalo,Program Committee Member,MobiHoc,2018
Luo Yi Fu,Shanghai JiaoTong,Program Committee Member,MobiHoc,2018
Magnús Halldórsson,Reykjavik University,Program Committee Member,MobiHoc,2018
Marc Lelarge,INRIA-ENS,Program Committee Member,MobiHoc,2018
Matthew Andrews,Nokia Bell Labs,Program Committee Member,MobiHoc,2018
Michael Neely,University of Southern California,Program Committee Member,MobiHoc,2018
Minghua Chen,Chinese University of Hong Kong,Program Committee Member,MobiHoc,2018
Mingyan Liu,University of Michigan,Program Committee Member,MobiHoc,2018
Moez Draief,Imperial College,Program Committee Member,MobiHoc,2018
Ness Shroff,Ohio State University,Program Committee Member,MobiHoc,2018
Parimal Parag,Indian Institute of Science,Program Committee Member,MobiHoc,2018
Patrick Maille,IMT,Program Committee Member,MobiHoc,2018
Peng-Jun Wan,Illinois Institute of Technology,Program Committee Member,MobiHoc,2018
Peter Marbach,University of Toronto,Program Committee Member,MobiHoc,2018
Raghupathy Sivakumar,Georgia Institute of Technology,Program Committee Member,MobiHoc,2018
Rahul Urgaonkar,IBM Research,Program Committee Member,MobiHoc,2018
Ramesh Sitaraman,University of Massachusetts at Amherst,Program Committee Member,MobiHoc,2018
Reuven Cohen,Technion,Program Committee Member,MobiHoc,2018
Richard La,University of Maryland at College Park,Program Committee Member,MobiHoc,2018
Richard Ma,National University of Singapore,Program Committee Member,MobiHoc,2018
Roch Guerin,Washington University in St. Louis,Program Committee Member,MobiHoc,2018
Roy Yates,Rutgers University,Program Committee Member,MobiHoc,2018
Rui Zhang,University of Delaware,Program Committee Member,MobiHoc,2018
Sanjay Shakkottai,University of Texas Austin,Program Committee Member,MobiHoc,2018
Sem Borst,USA and TU Eindhoven,Program Committee Member,MobiHoc,2018
Shaojie Tang,University of Texas Dallas,Program Committee Member,MobiHoc,2018
Siva ja Maguluri,Georgia Institute of Technology,Program Committee Member,MobiHoc,2018
Song Chong,Korea Advanced Institute of Science and Technology,Program Committee Member,MobiHoc,2018
R.  Srikant,University of Illinois Urbana Champaign,Program Committee Member,MobiHoc,2018
Srinivas Shakkottai,Texas A&M University,Program Committee Member,MobiHoc,2018
Steven Low,California Institute of Technology,Program Committee Member,MobiHoc,2018
Stratis Ioannidis,Northeastern University,Program Committee Member,MobiHoc,2018
Tara Javidi,San Diego,Program Committee Member,MobiHoc,2018
odoros Salonidis,IBM Research,Program Committee Member,MobiHoc,2018
Tommaso Melodia,Northeastern University,Program Committee Member,MobiHoc,2018
Tony Ephremides,University of Maryland,Program Committee Member,MobiHoc,2018
Vaneet Aggarwal,AT&T Labs - Research,Program Committee Member,MobiHoc,2018
Venkatesh Ramaiyan,Indian Institute of Technology Madras,Program Committee Member,MobiHoc,2018
Vijay Subramanian,University of Michigan,Program Committee Member,MobiHoc,2018
Vishal Misra,Columbia University,Program Committee Member,MobiHoc,2018
Weina Wang,University of Illinois Urbana Champaign,Program Committee Member,MobiHoc,2018
Wing Cheong Lau,Chinese University of Hong Kong,Program Committee Member,MobiHoc,2018
Xiang-Yang Li,Illinois Institute of Technology,Program Committee Member,MobiHoc,2018
Xiaojun Lin,Purdue University,Program Committee Member,MobiHoc,2018
Xin Liu,University of California at Davis,Program Committee Member,MobiHoc,2018
Xinbing Wang,Shanghai Jiaotong University,Program Committee Member,MobiHoc,2018
Xiuzhen Cheng,George Washington Univ,Program Committee Member,MobiHoc,2018
Yanchao Zhang,Arizona State University,Program Committee Member,MobiHoc,2018
Yin Sun,Auburn University,Program Committee Member,MobiHoc,2018
Yung Yi,KAIST,Program Committee Member,MobiHoc,2018
Zhi-Li Zhang,University of Minnesota,Program Committee Member,MobiHoc,2018
Jun Murai,Keio University,General Chair,MobiHoc,2004
Charlie Perkins,Nokia,Program Co-Chair,MobiHoc,2004
Leandros Tassiulas,University of ssaly,Program Co-Chair,MobiHoc,2004
Maria Papadopouli,University of North Carolina,Tutorial Chair,MobiHoc,2004
Srikanth V. Krishnamurthy,University of California Riverside,Poster Co-Chair,MobiHoc,2004
Mineo Takai,University of California at Los Angeles,Poster Co-Chair,MobiHoc,2004
Ian Akyildiz,Georgia Institute of Technology,Program Committee,MobiHoc,2004
Baruch Awerbuch,Johns Hopkins University,Program Committee,MobiHoc,2004
Francois Baccelli,INRIA-ENS,Program Committee,MobiHoc,2004
Elizabeth Belding-Royer,UC Santa Barbara,Program Committee,MobiHoc,2004
Scott Corson,Flarion Technologies,Program Committee,MobiHoc,2004
Anthony Ephremides,University of Maryland at College Park,Program Committee,MobiHoc,2004
J. J.  Garcia-Luna-Aceves,University of California,Program Committee,MobiHoc,2004
Mario Gerla,University of California at Los Angeles,Program Committee,MobiHoc,2004
Takahiro Hara,Osaka University,Program Committee,MobiHoc,2004
Jean-Pierre Hubaux,Swiss Federal Institute of Technology (EPFL),Program Committee,MobiHoc,2004
Sridhar Iyer,Indian Institute of Technology,Program Committee,MobiHoc,2004
David B. Johnson,Rice University,Program Committee,MobiHoc,2004
Koushik Kar,Rensselaer Polytechnic Institute,Program Committee,MobiHoc,2004
Nobuo Kawaguchi,Nagoya University,Program Committee,MobiHoc,2004
James Kempf,DoCoMo Labs USA,Program Committee,MobiHoc,2004
Young-Bae Ko,Ajou University,Program Committee,MobiHoc,2004
Ryuji Kohnos,Yokohama National University,Program Committee,MobiHoc,2004
Robin Kravets,University of Illinois Urbana Champaign,Program Committee,MobiHoc,2004
Srikanth Krishnamurthy,University of California Riverside,Program Committee,MobiHoc,2004
P. R. Kumar,University of Illinois Urbana Champaign,Program Committee,MobiHoc,2004
Richard La,University of Maryland,Program Committee,MobiHoc,2004
Sung-Ju Lee,HP Labs,Program Committee,MobiHoc,2004
Erran Li Li,Bell Laboratories,Program Committee,MobiHoc,2004
Jian Ma,Nokia Research Center,Program Committee,MobiHoc,2004
Gerald (Chip) Maguire,KTH,Program Committee,MobiHoc,2004
Sergio Palazzo,University of Catania,Program Committee,MobiHoc,2004
Chiara Petrioli,"University of Rome ""La Sapienza""",Program Committee,MobiHoc,2004
Parmesh Ramanathan,University of Wisconsin at Madison,Program Committee,MobiHoc,2004
Saswati Sarkar,University of Pennsylvania,Program Committee,MobiHoc,2004
Raghupathy Sivakumar,Georgia Institute of Technology,Program Committee,MobiHoc,2004
Mani Srivastava,University of California at Los Angeles,Program Committee,MobiHoc,2004
Martha Steenstrup,Stow Research L.L.C.,Program Committee,MobiHoc,2004
Young-Joo Suh,Pohang University of Science and Technology,Program Committee,MobiHoc,2004
Lang Tong,Cornell University,Program Committee,MobiHoc,2004
Yu-Chee Tseng,National Chiao-Tung University,Program Committee,MobiHoc,2004
Nitin Vaidya,University of Illinois Urbana Champaign,Program Committee,MobiHoc,2004
Takashi Watanabe,Shizuoka University,Program Committee,MobiHoc,2004
Roger Wattenhofer,ETH Zurich,Program Committee,MobiHoc,2004
Adam Wolisz,TU Berlin,Program Committee,MobiHoc,2004
Yongguang Zhang,HRL Laboratories,Program Committee,MobiHoc,2004
Wenwu Zhus,Microsoft Research China,Program Committee,MobiHoc,2004
Ozgur Ercetin,Sabanci University,Publication Chair,MobiHoc,2004
Elizabeth Belding-Royer,UC Santa Barbara,Publicity Chair,MobiHoc,2004
Scott MacDonald,inc.,Local Arrangements Chair,MobiHoc,2004
Nitin Vaidya,University of Illinois Urbana Champaign,General Chair,MobiHoc,2010
Christoph Lindemann,Universität Leipzig,Program Co-Chair,MobiHoc,2010
Jitendra Padhye,Microsoft Research,Program Co-Chair,MobiHoc,2010
Jakob Eriksson,University of Illinois at Chicago,Local Arrangement Co-Chair,MobiHoc,2010
Xiangyang Li,Illinois Institute of Technology,Local Arrangement Co-Chair,MobiHoc,2010
Tracy Camp,Colorado School of Mines,Finance Co-Chair,MobiHoc,2010
Sneha Kumar Kasera,University of Utah,Finance Co-Chair,MobiHoc,2010
Aditya Akella,University of Wisconsin-Madison,Web Co-Chair,MobiHoc,2010
Yih-Chun Hu,University of Illinois Urbana Champaign,Web Co-Chair,MobiHoc,2010
Romit Roy Choudhury,Duke University,Demo Co-Chair,MobiHoc,2010
Henrik Lundgren,Technicolor Paris Research Lab,Demo Co-Chair,MobiHoc,2010
Xiaoming Fu,Georg-August-University of Goettingen,Workshop Co-Chair,MobiHoc,2010
Cedric J A. Westphal,DoCoMo USA Labs,Workshop Co-Chair,MobiHoc,2010
Michalis Faloutsos,University of California Riverside,Outrageous opinions,MobiHoc,2010
Dilip Krishnaswamy,Qualcomm Research Center,Outrageous opinions,MobiHoc,2010
Xue Yang,Intel Research,Posters & SRC Co-Chair,MobiHoc,2010
Robin Kravets,University of Illinois Urbana Champaign,Posters & SRC Co-Chair,MobiHoc,2010
Vikas Kawadia,BBN Technologies,Publicity Co-Chair,MobiHoc,2010
Karthik Sundaresan,NEC Laboratories America,Publicity Co-Chair,MobiHoc,2010
Yingying (Jennifer) Chen,Stevens Institute of Technology,Student Grant Co-Chair,MobiHoc,2010
Sami Rollins,University of San Francisco,Student Grant Co-Chair,MobiHoc,2010
Xin Liu,University of California,Publications Co-Chair,MobiHoc,2010
Jennifer Wong,SUNY Stony Brook,Publications Co-Chair,MobiHoc,2010
Mooi Choo Chuah,Lehigh University,Registration Co-Chair,MobiHoc,2010
Anthony Nicholson,Google,Registration Co-Chair,MobiHoc,2010
Xin Wang,SUNY Stony Brook,Registration Co-Chair,MobiHoc,2010
Kyu-han Kim,Deutsche Telekom,Keynote and Panel Co-Chair,MobiHoc,2010
Jatinder Singh,Deutsche Telekom,Keynote and Panel Co-Chair,MobiHoc,2010
P.R. Kumar ,University of Illinois Urbana Champaign,Steering Committee,MobiHoc,2010
Mario Gerla,University of California Los Angeles,Steering Committee,MobiHoc,2010
Jean-Pierre Hubaux,EPFL,Steering Committee,MobiHoc,2010
Joe Macker,Naval Research Lab,Steering Committee,MobiHoc,2010
Sergio Palazzo,University of Catania,Steering Committee,MobiHoc,2010
Charles E. Perkins,WiChorus,Steering Committee,MobiHoc,2010
Martha Steenstrup,Clemson University and Stow Research L.L.C,Steering Committee,MobiHoc,2010
Sara Alouf,INRIA,Technical Program Committee,MobiHoc,2010
Nilanjan Banerjee,University of Arkansas,Technical Program Committee,MobiHoc,2010
Christian Bettstetter,University of Klagenfurt,Technical Program Committee,MobiHoc,2010
Peter Buchholz,Technical University of Dortmund,Technical Program Committee,MobiHoc,2010
Levente Buttyán,Budapest University of Technology and Economics,Technical Program Committee,MobiHoc,2010
Matteo Casana,Politecnico di Milano,Technical Program Committee,MobiHoc,2010
Augustin Chaintreau,Thomson Research,Technical Program Committee,MobiHoc,2010
Ranveer Chandra,Microsoft Research,Technical Program Committee,MobiHoc,2010
Carla Fabiana Chiasserini,Politecnico di Torino,Technical Program Committee,MobiHoc,2010
Saumitra Das,Qualcomm,Technical Program Committee,MobiHoc,2010
Prabal Dutta,University of Michigan,Technical Program Committee,MobiHoc,2010
Jakob Eriksson,University of Illinois Chicago,Technical Program Committee,MobiHoc,2010
Mario Gerla,University of California Los Angeles,Technical Program Committee,MobiHoc,2010
Ramakrishna Gummadi,Massachusetts Institute of Technology,Technical Program Committee,MobiHoc,2010
Hannes Hartenstein,University of Karlsruhe,Technical Program Committee,MobiHoc,2010
Wenjun Hu,University of Washington,Technical Program Committee,MobiHoc,2010
Boris Koldehofe,University of Stuttgart,Technical Program Committee,MobiHoc,2010
Robin Kravets,University of Illinois Urbana Champaign,Technical Program Committee,MobiHoc,2010
Erran Li,Bell-Labs,Technical Program Committee,MobiHoc,2010
Xiaojun Lin,Purdue University,Technical Program Committee,MobiHoc,2010
John Lui,University of Hong Kong,Technical Program Committee,MobiHoc,2010
Shridhar Machiraju,US Sprint,Technical Program Committee,MobiHoc,2010
Cecilia Mascolo,University of Cambridge,Technical Program Committee,MobiHoc,2010
Martin Mauve,University of Dusseldorf,Technical Program Committee,MobiHoc,2010
Pietro Michiardi,Eurecom,Technical Program Committee,MobiHoc,2010
Parag Mogre,Technical University of Darmstadt,Technical Program Committee,MobiHoc,2010
Thyaga Nandagopal,Lucent Technologies,Technical Program Committee,MobiHoc,2010
Giovanni Neglia,INRIA,Technical Program Committee,MobiHoc,2010
Panos Papadimitratos,EPFL,Technical Program Committee,MobiHoc,2010
Giovanni Pau,University of California Los Angeles,Technical Program Committee,MobiHoc,2010
Lili Qiu,University of Texas Austin,Technical Program Committee,MobiHoc,2010
Bozidar Radunovic,Microsoft Research,Technical Program Committee,MobiHoc,2010
Paolo Santi,CNR,Technical Program Committee,MobiHoc,2010
Anamol Seth,Intel Research,Technical Program Committee,MobiHoc,2010
Vikram Srinivasan,Lucent Technologies,Technical Program Committee,MobiHoc,2010
Kun Tan,Microsoft Research,Technical Program Committee,MobiHoc,2010
Phuoc Trangia,University of Wurzburg,Technical Program Committee,MobiHoc,2010
Oliver Waldhorst,University of Karlsruhe,Technical Program Committee,MobiHoc,2010
