Name,University/Organization,Type of Chair,Conference,Year
Jong-Deok Choi,Samsung’s Software R&D Center,Advisory Committee,SenSys,2015
Seungryoul Maeng,KAIST,Advisory Committee,SenSys,2015
SangHyuk Son,DGIST,Advisory Committee,SenSys,2015
Junehwa Song,KAIST,Organizing Committee General Chair,SenSys,2015
Tarek Abdelzaher,University of Illinois Urbana Champaign,Program Co-Chair,SenSys,2015
Cecilia Mascolo,University of Cambridge,Program Co-Chair,SenSys,2015
Jeonghoon Kang,Korea Electronics Technology Institute,Local Arrangements Co-Chair,SenSys,2015
JeongGil Ko,Ajou University,Local Arrangements Co-Chair,SenSys,2015
Jeongyeup Paek,Chung-Ang University,Local Arrangements Co-Chair,SenSys,2015
Sung-Ju Lee,KAIST,Finance Co-Chair,SenSys,2015
Uichin Lee,KAIST,Finance Co-Chair,SenSys,2015
Eric Rozner,IBM Research,Social Media Chair,SenSys,2015
Prabal Dutta,University of Michigan,Publicity Co-Chair,SenSys,2015
Koen Langendoen,TU Delft,Publicity Co-Chair,SenSys,2015
Insik Shin,KAIST,Publicity Co-Chair,SenSys,2015
Qin,University of Colorado Boulder,Publication Chair,SenSys,2015
Marco Gruteser,Rutgers University,Workshop Co-Chair,SenSys,2015
Youngki Lee,Singapore Management University,Workshop Co-Chair,SenSys,2015
Rajesh Krishna BALAN,Singapore Management University,Poster & Demo Co-Chair,SenSys,2015
Inseok Hwang,IBM Research,Poster & Demo Co-Chair,SenSys,2015
Seungwoo Kang,Korea University of Technology and Education,Poster & Demo Co-Chair,SenSys,2015
Nicholas Lane,Bell Laboratories,Doctoral Colloquium Co-Chair,SenSys,2015
Taiwoo Park,Michigan State University,Doctoral Colloquium Co-Chair,SenSys,2015
Young-Bae Ko,Ajou University,Student Travel Grant Co-Chair,SenSys,2015
Raghu K. Ganti,IBM Research,Student Travel Grant Co-Chair,SenSys,2015
Taiwoo Park,Michigan State University,Student Travel Grant Co-Chair,SenSys,2015
Niki Trigoni,University of Oxford,PC Local Organizer,SenSys,2015
Sourav Kumar Dandapat,KAIST,Registration Chair,SenSys,2015
Hyung-Sin Kim,Seoul National University,Student Volunteer Chair,SenSys,2015
Chiwoo Cho,KAIST,Web administrator,SenSys,2015
Sangwon Choi,KAIST,Web administrator,SenSys,2015
Hojung Cha,Yonsei University,Program Committee,SenSys,2015
David Chu,Microsoft Research,Program Committee,SenSys,2015
Raghu K. Ganti,IBM Research,Program Committee,SenSys,2015
Marco Gruteser,Rutgers University,Program Committee,SenSys,2015
Rajesh K. Gupta,San Diego,Program Committee,SenSys,2015
Tian He,University of Minnesota,Program Committee,SenSys,2015
Wen Hu,University of New South Wales and NICTA,Program Committee,SenSys,2015
Polly Huang,National Taiwan University,Program Committee,SenSys,2015
Fred Jiang,Columbia University,Program Committee,SenSys,2015
Bhaskar Krishnamachari,University of Southern California,Program Committee,SenSys,2015
Nicholas Lane,Bell Laboratories,Program Committee,SenSys,2015
Koen Langendoen,TU Delft,Program Committee,SenSys,2015
Akos Ledeczi,Vanderbilt University,Program Committee,SenSys,2015
Jie Liu,Microsoft Research,Program Committee,SenSys,2015
Archan Misra,Singapore Management University,Program Committee,SenSys,2015
Luca Mottola,Politecnico di Milano,Program Committee,SenSys,2015
Amy L. Murphy,Bruno Kessler Foundation,Program Committee,SenSys,2015
Lama Nachman,Intel,Program Committee,SenSys,2015
Gian Pietro Picco,University of Trento,Program Committee,SenSys,2015
Kiran Rachuri,Samsung US,Program Committee,SenSys,2015
Kay Romer,University of Graz,Program Committee,SenSys,2015
Anthony Rowe,Carnegie Mellon University,Program Committee,SenSys,2015
Silvia Santini,TU Darmstadt,Program Committee,SenSys,2015
Lu Su,University of Buffalo,Program Committee,SenSys,2015
Sasu Tarkoma,University of Helsinki,Program Committee,SenSys,2015
Niki Trigoni,University of Oxford,Program Committee,SenSys,2015
Kamin Whitehouse,University of Virginia,Program Committee,SenSys,2015
Andrew Campbell,Dartmouth University,General Chair,SenSys,2006
Philippe Bonnet,DIKU,Program Co-Chair,SenSys,2006
John Heidemann,USC/ISI,Program Co-Chair,SenSys,2006
Henry Tirri,Nokia,Poster Co-Chair,SenSys,2006
Robert Szewczyk,Moteiv,Poster Co-Chair,SenSys,2006
Chieh Yih Wan,Intel Research,Demo Co-Chair,SenSys,2006
Jie Liu,Microsoft Research,Demo Co-Chair,SenSys,2006
Rick Han,University Colorado,Local Arrangements Chair,SenSys,2006
Wei Ye,USC/ISI,Publicity Co-Chair,SenSys,2006
Cormac J. Sreenan,Cork,Publicity Co-Chair,SenSys,2006
Sam Madden,Massachusetts Institute of Technology,Publications Chair,SenSys,2006
Mark Hansen,University of California Los Angeles,Web Chair,SenSys,2006
Akos Ledeczi,Vanderbilt University,Registration Chair,SenSys,2006
Tarek Abdelzaher,University of Illinois Urbana Champaign,Finance Chair,SenSys,2006
Injong Rhee,North Carolina State University,Sponsorships Chair,SenSys,2006
Haiyun Luo,University of Illinois Urbana Champaign,Travel Awards,SenSys,2006
Anish Arora,Ohio State,Program Committee,SenSys,2006
Tucker Balch,Georgia Institute of Technology,Program Committee,SenSys,2006
Jan Beutel,ETH Zurich,Program Committee,SenSys,2006
Nirupama Bulusu,Portland State University,Program Committee,SenSys,2006
Erdal Cayirci,Istambul,Program Committee,SenSys,2006
David Culler,University of California Berkeley,Program Committee,SenSys,2006
Deepak Ganesan,University of Massachusetts,Program Committee,SenSys,2006
Phillip Gibbons,Intel Research,Program Committee,SenSys,2006
Leonid Guibas,Stanford,Program Committee,SenSys,2006
John Heidemann,USC/ISI,Program Committee,SenSys,2006
Sanjay Jha,University of New South Wales,Program Committee,SenSys,2006
Akos Ledeczi,Vanderbilt University,Program Committee,SenSys,2006
Phil Levis,Stanford,Program Committee,SenSys,2006
Sam Madden,Massachusetts Institute of Technology,Program Committee,SenSys,2006
Shivakant Mishra,University Colorado,Program Committee,SenSys,2006
Joe Paradiso,Massachusetts Institute of Technology,Program Committee,SenSys,2006
Greg Pottie,University of California Los Angeles,Program Committee,SenSys,2006
Andreas Savvides,Yale University,Program Committee,SenSys,2006
Sergio Servetto,Cornell,Program Committee,SenSys,2006
Yoshito Tobe,Tokyo Denki University,Program Committee,SenSys,2006
Feng Zhao,Microsoft Research.,Program Committee,SenSys,2006
Anish Arora,Ohio State University,Program Committee,SenSys,2006
Hari Balakrishnan,Massachusetts Institute of Technology,Program Committee,SenSys,2006
Ramesh Govindan,University of Southern California,Program Committee,SenSys,2006
Craig Partridge (SIGCOMM),BBN Technologies,Program Committee,SenSys,2006
Chiara Petrioli (SIGMOBILE),Rome University,Program Committee,SenSys,2006
Jason Redi,BBN Technologies,Program Committee,SenSys,2006
John A. Stankovic,University of Virginia,Program Committee,SenSys,2006
Feng Zhao,Microsoft Research,Program Committee,SenSys,2006
Jason Redi,BBN Technologies,General Chair,SenSys,2005
Hari Balakrishnan,Massachusetts Institute of Technology,Program Committee Chair,SenSys,2005
Feng Zhao,Microsoft Research,Program Committee Chair,SenSys,2005
Curt Schurgers,University of California San Diego,Local Arrangements Chair,SenSys,2005
Bhaskar Krishnamachari,University of Southern California,Publicity Chair,SenSys,2005
Wendi Heinzelman,University of Rochester,Publicity Chair,SenSys,2005
Xenofon Koutsoukos,Vanderbilt University,Publication Chair,SenSys,2005
Matt Welsh,Harvard University,Posters Chair,SenSys,2005
John Byers,Boston University,Posters Chair,SenSys,2005
Phil Gibbons,Intel Research,Demos Chair,SenSys,2005
Chenyang Lu,Washington University,Demos Chair,SenSys,2005
Massimo Franceschetti,University of California San Diego,Registration Chair,SenSys,2005
Deepak Ganesan,University of Massachusetts Amherst,Finance Chair,SenSys,2005
Andreas Savvides,Yale University,Sponsorships Chair,SenSys,2005
Michel Goraczko,Massachusetts Institute of Technology,Web Site Chair,SenSys,2005
Anish Arora,Ohio State University,Program Committee,SenSys,2005
Hari Balakrishnan,Massachusetts Institute of Technology,Program Committee,SenSys,2005
Andrew Campbell,Columbia University,Program Committee,SenSys,2005
Deborah Estrin,University of California Los Angeles,Program Committee,SenSys,2005
Johannes Gehrke,Cornell University,Program Committee,SenSys,2005
Richard Han,University of Colorado,Program Committee,SenSys,2005
Wei Hong,Intel Research,Program Committee,SenSys,2005
Jean-Pierre Hubaux,EPFL,Program Committee,SenSys,2005
Eddie Kohler,University of California Los Angeles,Program Committee,SenSys,2005
Xenofon Koutsoukos,Vanderbilt University,Program Committee,SenSys,2005
Lakshman Krishnamurthy,Intel Research,Program Committee,SenSys,2005
Bhaskar Krishnamachari,University of Southern California,Program Committee,SenSys,2005
Koen Langendoen,TU Delft,Program Committee,SenSys,2005
Akos Ledeczi,Vanderbilt University,Program Committee,SenSys,2005
Mingyan Liu,University of Michigan,Program Committee,SenSys,2005
Adrian Perrig,Carnegie Mellon University,Program Committee,SenSys,2005
Andreas Savvides,Yale University,Program Committee,SenSys,2005
Akbar Sayeed,University of Wisconsin,Program Committee,SenSys,2005
Seth Teller,Massachusetts Institute of Technology,Program Committee,SenSys,2005
Matt Welsh,Harvard University,Program Committee,SenSys,2005
Adam Wolisz,TU Berlin,Program Committee,SenSys,2005
Feng Zhao,Microsoft Research,Program Committee,SenSys,2005
Deborah Estrin,UCLA,Steering Committee,SenSys,2005
Victor Bahl,Microsoft Research; SIGMOBILE rep.,Steering Committee,SenSys,2005
Craig Partridge,BBN Technologies,Steering Committee,SenSys,2005
Taieb Znati,University of Pittsburgh,Steering Committee,SenSys,2005
Anish Arora,Ohio State University,Steering Committee,SenSys,2005
David Culler,University of California Berkeley,Steering Committee,SenSys,2005
Ramesh Govindan,University of Southern California,Steering Committee,SenSys,2005
Mani Srivastava,University of California Los Angeles,Steering Committee,SenSys,2005
Jack Stankovic,University of Virginia,Steering Committee,SenSys,2005
